restaurant_name,rating,address,cuisine,postal_code
Rong Liang Restaurant,3.4,725 Clementi West Street 2; #01-190/192 Block 725 120725,BBQ,120725
Poon Nah City Home Made Noodle,3.6,810 Geylang Road; #05-02 City Plaza 409286,Chinese,409286
Ponggol Choon Seng Seafood Restaurant,3.5,23A Turnhouse Road 507760,Seafood,507760
Sin Hoi Sai Eating House,3.5,187 East Coast Road 428893,Asian,428893
Heng Long Teochew Porridge,3.4,1006 Upper Serangoon Road; Tai Peng Gardens 534744,Teochew,534744
First Culinary Restaurant,3.4,2 Ang Mo Kio Drive; #01-09 ITE College Central 567720,Chinese,567720
Beng's Old School Bak Kut Teh,3.6,794 Upper Bukit Timah Road; Hokkien Clan Building 678133,Chinese,678133
Chiew Kee Chicken Noodle House,3.4,32 Upper Cross Street 058339,Chinese,058339
Novena Peranakan Cuisine,3.5,273 Thomson Road; #01-02 Gardens; Novena 307644,Peranakan,307644
Lai Wah Restaurant,3.5,44 Bendemeer Road; #01-1436 330044,Chinese,330044
Union Farm Eating House,2.8,435A Clementi Road 599474,Chinese,599474
Central Restaurant,2.9,35 Selegie Road; #01-06 Parklane 188307,Cantonese,188307
Pu Dong Kitchen,3.5,271 Bukit Timah Road; #B1-02 Balmoral Plaza 259708,Chinese,259708
Yum Cha Restaurant,3.8,20 Trengganu Street; #02-01 Jinshan Hotel; Outram; Singapore 058479,Seafood,058479
Gyoza No O,3.4,5 Koek Road; #01-10 Cuppage Plaza 228796,Japanese,228796
Ampang Niang Tou Fu,3.4,225 East Coast Road 428922,Chinese,428922
Hong Shi Yi,2.7,9 Raffles Boulevard; #02-19/20 Millenia Walk 039596,Dim Sum,039596
Yan Palace,2.9,531 Upper Cross Street; #01-49 Hong Lim Complex 050531,Chinese,050531
Soon Soon Teochew Porridge,3.6,13 Simon Road 545897,Teochew,545897
Geylang Lor 29 Fried Hokkien Mee,3.5,396 East Coast Road; Food R Us Coffeeshop 428994,Hokkien,428994
Crystal Jade Kitchen,3.4,68 Orchard Road; #02-32 Plaza Singapura 238839,Dim Sum,238839
2nd Mini Steamboat Delight,3.5,273 Thomson Road; #01-04 Novena Gardens 307644,Chinese,307644
HaiDiLao,4.1,IMM; 2 Jurong East Street 21; #03-01;Jurong East 609601,Asian,609601
Eastern House Of Seafood Delicacy,3.6,55 Chai Chee Drive; #01-174/6 Ping-an Gardens 460055,Chinese,460055
Freshly Made Hong Kong Style Zhu Chang Fen,2.8,105 Yishun Ring Road; #01-152 Chong Pang Food Centre 760105,Cantonese,760105
Shabu Shabu On-yasai,3.4,30 Victoria Street; #01-03/04 Chijmes 187996,Japanese,187996
Quan Xiang Yuan,3.5,252 Jalan Besar 208925,Hokkien,208925
Imperial Treasure La Mian Xiao Long Bao,3.6,The Forum; #B1-202 Resorts World Sentosa 098269,Chinese,098269
Hutong,3.5,3d River Valley Road; #01-07 Clarke Quay 179023,Chinese,179023
126 Eating House,3.9,126 Sims Avenue 387449,Dim Sum,387449
Bak Chor Mee,3.6,209 Hougang Street 21; #01-0 Kovan Hougang Market 530209,Chinese,530209
Kampong Chai Chee Restaurant,3.4,303 Changi Road; 303 419781,Chinese,419781
Old Chengdu Sichuan Cuisine Restaurant,3.8,80 Pagoda Street 059239,Sichuan,059239
Kongwai Cantonese Cuisine,4.2,30 Seng Poh Road; #02-52 Tiong Bahru Market 168898,Cantonese,168898
Tai Hwa Pork Noodles,4.3,466 Crawford Lane; #01-12 Tai Hwa Eating House 190465,Singaporean,190465
Bee Kia Restaurant,3.5,1 Thomson Road; Balestier Hill Shopping Centre 300001,Chinese,300001
No Name Hainanese Curry Rice,3.4,40 Beo Crescent; He Bing Yuan 160040,Hainanese,160040
Kian Seng Seafood Restaurant,3.6,4013 Ang Mo Kio Industrial Park 1; #01-450 569629,Seafood,569629
Teochew Dynasty,3.6,26 Sin Ming Lane; #01-121 Midview City 573971,Chinese,573971
Shanghai La Mian Xiao Long Bao,3.7,120 Bukit Merah Lane 1; #01-56 Alexandra Village Food Centre 150120,Dim Sum,150120
Sin Lai Lai Snack House,4.1,5001 Beach Road; #01-29 Golden Mile Complex 199588,Thai,199588
Prince Coffee House,3.4,249 Beach Road 189757,Hainanese,189757
Jin Wee Coffee Shop,3.5,928 East Coast Road 459117,Chinese,459117
Hung Kang Teochew Restaurant,3.5,28 North Canal Road; #01-01 Poh Heng Building 059284,Teochew,059284
Hong Hu Restaurant Steamboat Buffet,3.4,12 Liang Seah Street 189033,Chinese,189033
Lee Kui Restaurant,3.6,8/9/10 Mosque Street; #9-10 059488,Seafood,059488
Hong Kong 100 Roast Delight Noodles/rice,3.6,335 Smith Street; #02-179 Chinatown Complex Market Food Centre 050335,Chinese,050335
Evertop Hainanese Boneless Chicken Rice,3.5,354 Clementi Avenue 2; #01-259 Shopping Centre 120354,Hainanese,120354
Ubin First Stop Restaurant,2.9,1202 East Coast Seafood Centre; #01-02 East Coast Park E1 499173,Seafood,499173
Dong Bei Cai Guan,3.5,18 Mosque Street; #01-03 059498,Chinese,059498
Ah Seng Braised Duck Rice,3.5,49A Serangoon Garden Way; #01-44 Serangoon Garden Market Food Centre,Teochew,Centre
Soup Restaurant,3.8,1 Sengkang Square #03-12; Compass One 545078,Chinese,545078
Crystal Jade Jiangnan,3.7,470 Toa Payoh; #01-70 Hdb Hub 310470,Sichuan,310470
Tower Club,3.5,9 Raffles Place; Penthouse (62nd - 64th Floors); Republic Plaza Tower 1 048619,Chinese,048619
Banh Mi 888,3.5,101 Thomson Road; #B1-06 United Square Shopping Mall 307591,Vietnamese,307591
Good Year Local Hainanese Chicken Rice Ball,3.5,111 Lorong 1 Toa Payoh; #01-366 Chang Cheng Mee Wah Restaurant 310111,Hainanese,310111
Nara Thai,3.4,3 Gateway Drive; #03-07 Westgate 608532,Chinese,608532
Jade Room Restaurant,2.9,36 Newton Road; #02-01 Hotel Royal 307964,Seafood,307964
Daun Pandan Rice Dumpling,4.7,21 Choa Chu Kang Avenue 4; #B1-K22 Lot 1 Shoppers' Mall 689812,Chinese,689812
Tian Bao Szechuan Kitchen,3.4,391 Orchard Road; #05-06/07 Ngee Ann City 238872,Chinese,238872
Nyonya & Baba,2.9,1 Harbourfront Walk; #01-54 Vivo City 098585,Peranakan,098585
Mama Panda Kitchen,3.5,80 Mandai Lake Road; River Safari 729826,Chinese,729826
Shenxi Salmon Fish Village,3.5,1 Liang Seah Street; #01-12/13/14 Liang Seah Place 189022,Seafood,189022
Crystal Jade La Mian Xiao Long Bao,3.6,1 Jurong West Central 2; #03-96 Jurong Point Shopping Centre 648886,Dim Sum,648886
Daruma Ramen House,2.8,111 Somerset Road; #02-15 Tripleone Somerset 238164,Japanese,238164
Jade Garden Restaurant,2.8,48 Boon Lay Way; #03-06 The Chevrons Club 609961,Chinese,609961
Tong Le Private Dining,3.5,60 Collyer Quay; Level 8 Oue Tower; & 10 049322,Chinese,049322
Faigo Hotpot,3.5,3b River Valley Road; #01-06/07 E 179021,Chinese,179021
Green Sky Fried Kway Teow,3.5,1 Bedok Road; #01-14 Bedok Corner Food Centre 469572,Chinese,469572
Jia Yuen Eating House,4.2,13 Crane Road,Asian,Road
Whampoa Keng Fish Head Steamboat Restaurant,3.8,556 Balestier Road 329872,Asian,329872
Dong Ji Fried Kway Teow,3.6,51 Old Airport Road; #01-138 Food Centre 390051,Chinese,390051
Imperial Treasure Nan Bei Restaurant,4,391 Orchard Road; #05-12/13/14 Ngee Ann City 238872,Chinese,238872
Cheng Kee Beef Kway Teow,2.9,203 Hougang Street 21; Wong Poh Kopitiam 530203,Teochew,530203
Wee's Family Coffee Shop,3.7,117 Bedok Reservoir Road; #01-150 470117,Chinese,470117
Herbal Oasis,4.6,27A Neil Road 088817,Chinese,088817
Papparich,3.5,3 Temasek Boulevard; #02-386 Suntec City Mall 038983,Malaysian,038983
The Soup Spoon,3.8,4 Tampines Central 5; #B1-K2 Tampines Mall 529510,Chinese,529510
Happy Kitchen,2.8,757 Geylang Road; Four Chain View Hotel 389659,Fusion,389659
Da Dong Prawn Noodles,3.5,354 Joo Chiat Road 427600,Chinese,427600
24 Hr Food Gallery,3.8,80 Airport Boulevard; Level 3 Changi Airport Terminal 1 Building,Chinese,Building
Teochew Cuisine Restaurant,2.6,132 Bukit Batok West Avenue 6; #01-300 650132,Teochew,650132
Kia Hiang Restaurant,2.9,10 Anson Road; #02-29 International Plaza 079903,Chinese,079903
Super Tea,4.2,14 Scotts Road; #01-29 Far East Plaza 228213,Juices,228213
Siang Hee Seafood,3.5,49a Serangoon Garden Way; 20 Serangoon Garden Market & Food Centre 555945,Seafood,555945
Fei Siong Seafood,2.9,17 Lorong Kilat #01-01/03 Kilat Court 598139,Seafood,598139
Mongkok Dim Sum,3.4,8 Cheong Chin Nam Road 599733,Dim Sum,599733
Victor's Kitchen,3.4,91 Bencoolen Street; #01-21 Sunshine Plaza 189652,Dim Sum,189652
Yong He Eating House,4.5,458 Geylang Road (Lorong 24A) Singapore 389417 389417,Chinese,389417
Selera Hainanese Chicken Rice,3.6,2 Orchard Turn; #B4-03/04 Food Opera @ Ion Orchard 238801,Hainanese,238801
Rice House,3.4,129 Geylang East Avenue 2; #01-102 380129,Asian,380129
Lim Joo Hin Eating House,2.9,715 Havelock Road 169642,Asian,169642
Han Jia Bak Kut Teh Pork Leg,2.8,1220 East Coast Parkway; #01-42 East Coast Lagoon Food Village 468960,Chinese,468960
Lei Garden Restaurant,3.6,30 Victoria Street; #01-24 Chijmes 187996,Chinese,187996
Imperial Treasure Cantonese Cuisine,3.4,1 Kim Seng Promenade; #02-05A/06 Great World City 237994,Dim Sum,237994
Bao Gong XO Fish Head Bee Hoon,2.8,713 Clementi West Street 2 120713,Chinese,120713
Chomp Chomp Hai Wei Yuan Seafood Bbq,3.9,20 Kensington Park Road; #01-01 Chomp Chomp Food Centre; 557269,Chinese,557269
QQ Noodle House,3.6,231 Victoria Street; Bugis Village 188025,Asian,188025
G7 Teochew Restaurant,2.7,9 Jalan Mas Puteh 128615,Chinese,128615
Chinatown Chicken Pot,3.8,31 Smith Street 058945,Chinese,058945
Canton Paradise,3.4,2 Bayfront Avenue; #01-02 The Shoppes at Marina Bay Sands 018972,Dim Sum,018972
Imperial Treasure Steamboat Restaurant,2.9,2 Orchard Turn; #04-09/10 ION Orchard 238801,Sichuan,238801
The Good Trio,3.9,2 Jurong East Central 1; #01-17 Cube 609731,Sichuan,609731
Si Chuan Dou Hua Restaurant,3.5,80 Raffles Place; #60-01 UOB Plaza; 048624,Sichuan,048624
Marriott Cafe,4.1,320 Orchard Road; Marriott Tang Plaza 238865,Singaporean,238865
Xu Zhong Xing,2.9,105 Yishun Ring Road; #01-176 Chong Pang Food Centre,Chinese,Centre
Original Tiong Bahru Golden Pig & Roasted,2.8,30 Seng Poh Road; #02-67 Tiong Bahru Market 168898,Chinese,168898
Mun Ting Xiang Cha Xuan,3.4,21 Hougang Street 51; #01-03 Hougang Green Shopping Mall; Hougang 538719,Chinese,538719
Imperial Treasure Noodle & Congee House,3.9,2 Orchard Turn; #B3-17 ION Orchard; Orchard; Singapore 238801,Chinese,238801
New Scissor-cut Curry Rice Restaurant,2.8,669 Geylang Road 389596,Chinese,389596
Song Kee Teochew Porridge,2.8,409 Ang Mo Kio Avenue 10; #01-22 Teck Ghee Square 560409,Teochew,560409
Bao Today,2.7,313 Somerset; #01-25B Discovery Walk 238895,Dim Sum,238895
River South Prawn Noodles,3.6,31 Tai Thong Crescent; Sennett Estate 347859,Chinese,347859
Yan Seng Traditional Teochew Kueh,3.4,665 Buffalo Road; #01-319 Tekka Centre 210665,Teochew,210665
Xian La Dao,2.8,200 Turf Club Road; #03-08/09 The Grandstand 287994,Chinese,287994
New Hong Kong Delight,2.7,503 West Coast Drive; #01-08 Ayer Rajah Food Centre 120503,Seafood,120503
Chin Lee Restaurant,4.2,115 Bedok North Road; #01-285 Fengshan Precinct 460115,Chinese,460115
Wan Nian Stone Pot Fish,4.1,52 Smith Street 058959,Chinese,058959
Ba Dao Guan,3.8,2 Trengganu Street 058456,Asian,058456
Hong Kong Street Family Restaurant,3.5,273 Thomson Road; #01-01 Gardens; 307644,Chinese,307644
Lim Chee Guan,3.9,203 New Bridge Road 059429,BBQ,059429
Koon Bak Kut Teh,4.5,119 Lavender Street; 338731,Chinese,338731
Hajjah Sadiah Othman Muslim Food,3.3,1 Geylang Serai; #02-163 Food Centre; Geylang 402001,Malaysian,402001
Bedok North 85 Fried Oyster,2.9,85 Bedok North Street 4; #01-49 Fengshan Market Food Centre 460085,Seafood,460085
Tunglok Xihe Peking Duck,3.8,181 Orchard Road; #07-07/08/09 Central; 238896,Chinese,238896
Canton Paradise,3.5,112 East Coast Road; #B1-15 I12 Katong 428802,Dim Sum,428802
Ponggol Nasi Lemak Centre,3.6,238 Tanjong Katong Road 437026,Chinese,437026
Lenu,3.8,200 Victoria Street; #B1-22 Bugis Junction 188021,Taiwanese,188021
Mellben Signature,4,7 Tanjong Pagar; #01-105 Hdb Central Area 081007,Seafood,081007
Pin Si Superior,4,9 Sentul Crescent; #05-01 Punggol Safra Country Club 828654,Chinese,828654
De' Beer Seafood,3.5,10 Neo Tiew Lane 2; D' Kranji Farm Resort 718813,Seafood,718813
Ga-hock Seafood,2.8,794 Upper Bukit Timah Road; Hup Choon Eating House 678133,Seafood,678133
Imperial Treasure Super Peking Duck,2.9,8 Marina View; #02-03/04/05 Asia Square Tower 1 018960,Cantonese,018960
Xin Wang Hong Kong Cafe,3.4,907 East Coast Road; #01-03A Springvale 459107,Chinese,459107
The Chicken Rice Shop,4.5,505 Jurong West Street 52; #01-36 Blk 505 Jurong West Food Centre 640505,Chinese,640505
Ju Hao Xiao Long Bao,3.5,10 Sinaran Drive; #01-47/48/51 Square 2 307506,Chinese,307506
Jing Hua Xiao Chi,3.5,159 Rochor Road; Bugis Village 188434,Chinese,188434
5 Little Bears,3.8,60 Paya Lebar Road; #B1-09 Paya Lebar Square 409051,Taiwanese,409051
Mouth Restaurant,3.5,22 Cross Street; #01-61 China Square Central South Bridge Court Shop 048421,Chinese,048421
Chui Huay Lim Teochew Cuisine,3.9,190 Keng Lee Road; #01-02 Chui Huay Lim Club 308409,Chinese,308409
Henry's Chicken Rice,4.5,119 Commonwealth Crescent; #02-84 Commonwealth Crescent Market 149644,Chinese,149644
Yan Palace Restaurant,2.6,81 Choa Chu Kang Way; Warren Golf & Country Club 688263,Seafood,688263
Hong Kong Street Sum Kee,3.7,125 Bukit Merah Lane 1; #01-190 150125,Chinese,150125
Geylang Claypot Rice,3.5,639 Geylang Road; Lorong 33 389570,Chinese,389570
Aspirasi Food Stall,3.6,2 Seah Im Road; #01-45 099114,Malay,099114
Flava Contemporary Asian Bistro & Grill,4,907 East Coast Road; #01-03 Springvale 459107,Asian,459107
Red Lacquer Authentic Penang Peranakan,2.5,63 Centre; #03-96 Jurong Point; Jurong West 648331,Peranakan,648331
Old Tiong Bahru Roast Specialist,3.4,6 Tanjong Pagar Plaza; #02-38 Tanjong Pagar 081006,Cantonese,081006
Mak's Noodle,2.7,176 Orchard Road; #01-63/64 Centre Point 238843,Chinese,238843
Oasis Taiwan Porridge,3.4,303 Lorong 6 Toa Payoh; #01-48 319393,Taiwanese,319393
Cassia,3.4,1 The Knolls; #03-00 Capella 098297,Dim Sum,098297
Fragrant Hot Pot,2.9,313 Orchard Road; #05-01/03 Food Republic at Somerset; 238895,Sichuan,238895
San Laksa Steamboat,3.8,404 Telok Blangah Road 098840,Seafood,098840
One Ocean,4.2,7 Mandai Link; #01-06 Mandai Connection 728653,Chinese,728653
Pow Sing Kitchen,3.4,59 Serangoon Garden Way 555955,Hainanese,555955
Xiang Mei Roasted Meat,3.7,640 Bukit Batok Central; S11 Food House 650640,BBQ,650640
Ming Kitchen Seafood Restaurant,3.9,40 Holland Drive; #01-39 270040,Seafood,270040
Jade Palace Seafood Restaurant,4.1,583 Orchard Road; #b1-13 Forum The Shopping Mall 238884,Dim Sum,238884
Loo's Hainanese Curry Rice,4.1,71 Seng Poh Road; #01-49 Singapore 16 160071,Hainanese,160071
Traditional Hakka Lui Cha,4.7,221B Boon Lay Place; #01-96 Boon Lay Place 642221,Hakka Chinese,642221
Tuan Yuan,4.2,127 Kim Tian Road; #01-01 160127,Chinese,160127
Lao Zhong Zhong Fine Spice Stall,4.4,29 Tai Thong Crescent; 347858,Seafood,347858
Kam Jia Zhuang Seafood,4.1,202 Ang Mo Kio Avenue 3; 01-1690 View; Ang Mo Kio 560202,Seafood,560202
Teck Kee Chicken Rice,3.7,450 Upper Bukit Timah Road; The Rail Mall 678069,Hainanese,678069
I Love Taimei,3.7,200 Victoria Street; #B1-K11/11A Bugis Junction 188021,Taiwanese,188021
Tianfu Szechuan Cuisine,3.4,3151 Commonwealth Avenue; #01-17/18 City Vibe 129581,Sichuan,129581
Fried Kway Teow/ Fried Prawn Mee/ Fried Oyster...,4.4,1 Kadayanallur Street; #01-53 Maxwell Food Centre 069184,Seafood,069184
Teck Kee Tanglin Pau,4,320 Orchard Road; C.K. Tang Market Place 238864,Dim Sum,238864
Hong Kong Dim Sum,3.6,335 Smith Street; #02-101 Chinatown Complex Market Food Centre; 050335,Dim Sum,050335
Qi Lin Xuan Kitchen,4.3,Blk 442 Jurong West Ave 1 #01-758 640442,Chinese,640442
Crab at Bay,3.8,548 Pherson Road 368227,Seafood,368227
Pow Huat Tim S,3.7,105 Yishun Ring Road; #01-127 Food Centre,Dim Sum,Centre
Sun Lok Noodle House,3.8,1 Yuan Ching Road; #01-05 Jurong Family Bowling Centre 618640,Dim Sum,618640
Boon Keng Food Stall,4.5,89 Circuit Road; #01-116 Hawker Centre 370089,Chinese,370089
Keng Kee Tim Sum,3.7,20 Ghim Moh Road; #01-68/69 Ghim Moh Market Food Centre 270020,Chinese,270020
Ngee Fou Restaurant,2.7,928 Upper Thomson Road 787121,Chinese,787121
Fu Lin Men Chinese Restaurant,4.3,450 Jalan Ahmad Ibrahim; Level 2 Raffles Country Club 639932,Chinese,639932
The Chinese Restaurant,3.5,1 Plymouth Avenue; Level 4 Raffles Town Club 297753,Chinese,297753
Lao Huo Tang,2.6,6 Jalan Bukit Merah; #01-126 ABC Brickworks Food Centre 150006,Chinese,150006
Hainanese Boneless Chicken Rice,4.5,511 Bedok North Street 3; #01-37 Kaki Bukit Market and Food Centre 460511,Hainanese,460511
VIP Soup,3.7,1 Fusionopolis Place; #01-35/36 Galaxis 138522,Chinese,138522
Ho Kee Pau,3.4,3155 Commonwealth Avenue West; #B1-K3 The Clementi Mall 129588,Dim Sum,129588
Honguo,3.7,133 New Bridge Road; #02-34 Chinatown Point 059413,Sichuan,059413
Heng Huat Boon Lay Boneless Duck Noodles,4.5,221 Boon Lay Place; #01-140 Boon Lay Place Food Village,Chinese,Village
River Palace Chinese Restaurant,4.1,382 Havelock Road; River View Hotel 169629,Sichuan,169629
Aster Pau,3.7,3 Gateway Drive; #B2-K2 Westgate 608532,Dim Sum,608532
Guilin Dong Jiang Restaurant,3.2,921 Upper Bukit Timah Road 678202,Hakka Chinese,678202
Choon Ming Bao Dian,4.1,203 Toa Payoh North; Toa Payoh Spring 310203,Chinese,310203
Ban Heng Seafood Paradise,4,60 Pasir Ris Drive 3 519497,Teochew,519497
Ba Shu Sichuan,3.4,430 Upper Changi Road; #01-09 East Village 487048,Sichuan,487048
Da Lian Traditional Noodle,3.7,216G Syed Alwi Road; #01-03 207799,Chinese,207799
Neptune Hong Kong Snacks,3.2,84 Marine Parade Central; #01-176 Marine Parade Central Market & Food Centre 440084,Chinese,440084
Home Made Tim Sum & Pau,3.1,16 Bedok South Road; #01-141 Bedok South Market and Food Centre 460016,Dim Sum,460016
Delicious Hongkong Noodle Shop,4.4,137 Tampines Street 11; #01-21 Tampines Round Market 521137,Chinese,521137
Hiang Lee Chicken Rice,4.2,221 Boon Lay Place; #01-159 Food Village 642221,Chinese,642221
Sing Ho Hainan Chicken Rice,2.6,270 Middle Road 188993,Hainanese,188993
Ah Yat Seafood Restaurant,3.4,200 Turf Club Road; #03-01/02 Main Grandstand Turf City 287994,Dim Sum,287994
Tian Tian Hainanese Chicken Rice,3.6,12 Jalan Pari Burong 488678,Asian,488678
Jin Shan,3.5,1 Bayfront Avenue #01-05 Marina Bay Sands 018971,Chinese,018971
Kew Garden Restaurant,3.6,315 Outram Road; #02-313 Tan Boon Liat Building 169074,Hakka Chinese,169074
Hua Yi Kitchen,3.6,360 Orchard Road; #02-11 International Building 238869,Dim Sum,238869
Diamond Kitchen,4,5000F Marine Parade Road; #01-22/23 Laguna Park 449289,Chinese,449289
The Well,3.6,1 Selegie Road; #01-11 Mo 188306,Dim Sum,188306
Sinn Ji Hainanese Chicken Rice,3.7,275 Thomson Road; #01-05 Regency; Novena; Singapore 307645,Chinese,307645
Chinatown Sichuan Restaurant,3.7,199 New Bridge Road,Sichuan,Road
The Mushroom Pot,3.4,2 Stadium Walk; #01-05 Indoor Stadium 397691,Chinese,397691
2nd Kitchen,3.6,592 Balestier Road; #01-03 Value Hotel Thomson 329901,Chinese,329901
Prosperous Kitchen,2.7,154 West Coast Road; #B1-08/09 West Coast Plaza 127371,Chinese,127371
Victory Canton Wok,3.4,4A Jalan Batu; #01-09 Jalan Batu Market & Food Centre 432004,Cantonese,432004
Hong Kong Wonton Noodle,3.6,68 Orchard Road; B2-25 Plaza 238839,Chinese,238839
Tong Xing Roasted,3.8,51 Old Airport Road; #01-158 Centre 390051,Chinese,390051
Capital Restaurant,3.6,323 New Bridge Road; Bukit Pasoh Conservation Area 088759,Chinese,088759
Jin Hua Fish Head Bee Hoon,3.6,1 Kadayanallur Street; #01-77 Maxwell Food Centre 069184,Cantonese,069184
The Soup Bar,2.6,6 Tanjong Pagar Plaza; #02-51 Market & Food Centre; Tanjong Pagar 081006,Chinese,081006
Balestier Bak Kut Teh,3.7,365 Balestier Road 329785,Seafood,329785
Hong Kong Zhai,3.6,Block 107 Ang Mo Kio Avenue 4; #01-138 560107,Chinese,560107
Pontian Wanton Noodles,3.6,209 Hougang Street 21; #01-10 Kovan Hougang Market 530209,Malaysian,530209
Khim Kang Roasted Duck Rice,3.8,166 Jalan Besar; #01-31 Berseh Food Centre 208877,Chinese,208877
Tropic Twilight,4.1,100 Ulu Pandan Road 596471,Western,596471
Tanjong Rhu Pau,3.8,7 Jalan Batu; #01-113 431007,Chinese,431007
J H K Kitchen,3.6,1 Pasir Ris Drive 4; #01-07 Pasir Ris East Community Centre 519457,Chinese,519457
Lau Phua Chay Authentic Roasted Delicacies,3.6,120 Bukit Merah Lane 1; #01-20 Alexandra Village Food Centre 150120,Cantonese,150120
The Braiserie,3.6,190 Middle Road; #01-06 Fortune Centre 188979,Hakka Chinese,188979
Sha Tin Kitchen,3.6,10B Lorong 3 Geylang,Chinese,Geylang
Bedok Cooked Food,3.6,209 Hougang Street 21; #01-32 Kovan Hougang Market and Food Centre 530209,Chinese,530209
Gen Shu Mei Shi Sh,3.6,74 Toa Payoh Lorong 4; #01-03 310074,Cantonese,310074
Ziweitang Folk Soup Pot Restaurant,3.7,1881 Tanjong Katong Road; 188-10 436990,Chinese,436990
8 Degrees Taiwanese Bistro,3.7,359 Beach Road 199575,Chinese,199575
Lao Si Chuan,3.4,249 Outram Road 169048,Sichuan,169048
Mala Xiang Guo,3.2,18 Raffles Quay; 77 Lau Pa Sat 048582,Sichuan,048582
Sun King Ryoriya,3.9,134 Amoy Street; #01-01 Far East Square 049963,Fusion,049963
Warong Penyet Super,4.1,105 Yishun Ring Road; #01-170 Food Centre,Malaysian,Centre
Curry Rice,4.5,79 Telok Blangah Drive; #01-29 Telok Blangah Food Centre; 100079,Chinese,100079
Hiap Heng Kee Hainanese Chicken Rice,4.7,409 Ang Mo Kio Avenue 10; #01-07 Teck Ghee Square 560409,Hainanese,560409
Kwan Inn Vegetarian Restaurant,4.7,338 Tanjong Katong Road; 437110,Chinese,437110
